Model	Last_Change_Date	Region	Make	Aircraft_Group	Regis_Code	Design_Character	No_Engines	Type_Engine	Type_Landing_Gear	TC_Data_Sheet_Number	TC_Model
D50         	02/09/2001	CE	BEECH 	50    	1152512	1L7	2          	3O	  	5A4     	D50                 
D50A        	02/09/2001	CE	BEECH 	50    	1152516	1L7	2          	3O	  	5A4     	D50A                
D50B        	02/09/2001	CE	BEECH 	50    	1152518	1L7	2          	3O	  	5A4     	D50B                
D50C        	02/09/2001	CE	BEECH 	50    	1152520	1L7	2          	3O	  	5A4     	D50C                
D50CAMERON  	03/22/1983	EU	CAMRON	D50   	1880114	1B0	0          	  	  	B1EU    	D50                 
D50E        	02/09/2001	CE	BEECH 	50    	1152522	1L7	2          	3O	  	5A4     	D50E                
D50E5990    	10/10/2001	CE	BEECH 	50    	1152894	1L7	2          	3O	  	5A4     	D50E5990            
D55         	02/09/2001	CE	BEECH 	55    	1152730	1L7	2          	3O	  	3A16    	D55                 
D55A        	02/09/2001	CE	BEECH 	55    	       	1L7	2          	3O	  	3A16    	D55A                
D75N1       	03/22/1983	CE	BOEING	75    	1380148	1Q7	1          	3R	  	A743    	D75N1               
D9          	11/01/2001	GL	AMTR  	D9    	4500201	1L7	1          	3O	  	EXPA1L71	D9                  
D95A        	02/09/2001	CE	BEECH 	95    	1153408	1L7	2          	3O	  	3A16    	D95A                
DA11        	12/12/1997	GL	AMTR  	DA11  	05630BA	1L7	1          	3V	NT	EXPA1L71	DA11                
DA20A1      	11/01/2001	GL	DIAMON	DA20  	2990000	1L7	1          	3O	NT	TA4CH   	DA20A1              
DA20C1      	11/20/1998	GL	DIAMON	DA20  	2990001	1L7	1          	3O	NT	TA4CH   	DA20C1              
DA40        	01/28/2004	GL	DIAMON	DA40  	2990002	1L7	1          	3O	NT	A47CE   	DA40                
DA42        	08/21/2007	EU	DIAMON	DA42  	2990004	1L7	2          	3I	RT	A57CE   	DA42                
DA42MNG     	03/21/2014	EU	DIAMON	DA42  	2990009	1L7	2          	3O	RT	A57CE   	DA42MNG             
DA42NG      	03/21/2014	EU	DIAMON	DA42  	2990010	1L7	2          	3O	RT	A57CE   	DA42NG              
DA5A        	02/04/2003	GL	AMTR  	DA5   	05616EP	1L7	1          	3O	  	EXPA1L71	DA5A                
DA5B        	09/26/2008	  	AMTR  	DA5   	       	1L7	1          	3O	  	        	DA5B                
DAKOTAHKDH23	10/19/2007	GL	AMTR  	DAKOTA	05610EU	1H7	1          	3O	NC	AMTR1H71	DAKOTAHAWKDH23      
DANAMITE    	08/15/2000	GL	AMTR  	DANMTE	0560702	1G7	1          	3O	  	EXPA1G71	DANAMITE            
DAPHNESD1A  	10/07/1999	GL	AMTR  	DAPHNE	       	1H7	1          	3O	  	EXPA1H71	DAPHNESD1A          
DAPHNESDIA  	10/07/1999	GL	AMTR  	DAPHNE	       	1H7	1          	3O	  	EXPA1H71	DAPHNESD1A          
DAUNTLESSD52	07/22/1983	GL	AMTR  	D52   	       	1H7	1          	3O	  	EXPA1H71	DAUNTLESSD52        
DAVEZ       	07/18/2007	GL	AMTR  	EZ    	05607O0	1M7	1          	3O	RT	EXPA1M71	DAVEZ               
DAVISDA2A   	10/07/1999	GL	AMTR  	DA2A  	       	1L7	1          	3O	  	EXPA1L71	DAVISDA2A           
DAVISDA2B   	10/07/1999	GL	AMTR  	DA2A  	       	1L7	1          	3O	  	EXPA1L71	DAVISDA2B           
DAVISDA3    	01/30/2002	GL	AMTR  	DA3   	       	1L7	1          	3O	  	EXPA1L71	DAVISDA3            
DAVISDA5A   	10/07/1999	GL	AMTR  	DA5A  	0560897	1L7	1          	3O	  	EXPA1L71	DAVISDA5A           
DC10        	06/08/1999	NM	DOUG  	DC10  	N/A-SDR	2L7	3          	4F	RT	A22WE   	DC10                
DC10*       	03/22/1983	WP	DOUG  	DC10  	       	2L7	3          	4F	  	A22WE   	DC10MODELUNK        
DC1010      	03/22/1983	WP	DOUG  	DC10  	3022110	2L7	3          	4F	  	A22WE   	DC1010              
DC1010CF    	10/06/1993	WP	DOUG  	DC10  	3023502	2L7	3          	4F	RT	A22WE   	DC1010CF            
DC1010F     	03/22/1983	WP	DOUG  	DC10  	3022111	2L7	3          	4F	  	A22WE   	DC1010F             
DC1015      	03/22/1983	WP	DOUG  	DC10  	3022118	2L7	3          	4F	  	A22WE   	DC1015              
DC1030      	03/22/1983	WP	DOUG  	DC10  	3023501	2L7	3          	4F	  	A22WE   	DC1030              
DC1030F     	12/13/1999	WP	DOUG  	DC10  	3023504	2L7	3          	4F	RT	A22WE   	DC1030F=MILLITRYKC10
DC1040      	03/22/1983	WP	DOUG  	DC10  	3023508	2L7	3          	4F	  	A22WE   	DC1040              
DC1040F     	07/12/1999	NM	DOUG  	DC10  	3023507	2L7	3          	4F	RT	A22WE   	DC1040F             
DC2         	03/22/1983	WP	DOUG  	DC2   	3021302	2L7	2          	4R	  	ATC540  	DC2                 
DC3         	03/22/1983	WP	DOUG  	DC3   	3021401	2L7	2          	4R	  	A669    	DC3                 
DC3A        	03/22/1983	WP	DOUG  	DC3   	3021433	2L7	2          	4R	  	A669    	DC3A                
DC3AS1C3G   	03/22/1983	WP	DOUG  	DC3   	3021440	2L7	2          	4R	  	A669    	DC3AS1C3G           
DC3AS1CG    	03/22/1983	WP	DOUG  	DC3   	3021438	2L7	2          	4R	  	A669    	DC3AS1CG            
DC3AS4C4G   	03/22/1983	WP	DOUG  	DC3   	3021454	2L7	2          	4R	  	A669    	DC3AS4C4G           
DC3ASC3G    	03/22/1983	WP	DOUG  	DC3   	3021436	2L7	2          	4R	  	A669    	DC3ASC3G            
DC3ASCG     	03/22/1983	WP	DOUG  	DC3   	3021434	2L7	2          	4R	  	A669    	DC3ASCG             
DC3C        	03/22/1983	WP	DOUG  	DC3   	3021457	2L7	2          	4R	  	A669    	DC3C                
DC3CR183090C	03/22/1983	WP	DOUG  	DC3   	3021466	2L7	2          	4R	  	A669    	DC3CR183090C        
DC3CS1C3G   	03/22/1983	WP	DOUG  	DC3   	3021458	2L7	2          	4R	  	A669    	DC3CS1C3G           
DC3CS4C4G   	03/22/1983	WP	DOUG  	DC3   	3021460	2L7	2          	4R	  	A669    	DC3CS4C4G           
DC3CSC3G    	03/22/1983	WP	DOUG  	DC3   	3021456	2L7	2          	4R	  	A669    	DC3CSC3G            
DC3DR183090C	03/22/1983	WP	DOUG  	DC3   	3021470	2L7	2          	4R	  	A669    	DC3DR183090C        
DC3G102     	03/22/1983	WP	DOUG  	DC3   	3021402	2L7	2          	4R	  	A618    	DC3G102             
DC3G102A    	03/22/1983	WP	DOUG  	DC3   	3021404	2L7	2          	4R	  	A618    	DC3G102A            
DC3G103A    	03/22/1983	WP	DOUG  	DC3   	3021422	2L7	2          	4R	  	A618    	DC3G103A            
DC3G202A    	03/22/1983	WP	DOUG  	DC3   	3021424	2L7	2          	4R	  	A618    	DC3G202A            
DC4         	03/22/1983	WP	DOUG  	DC4   	3021502	2L7	4          	4R	  	A762    	DC4                 
DC6         	03/22/1983	WP	DOUG  	DC6   	3021702	2L7	4          	4R	  	A781    	DC6                 
DC65TCRAFT  	03/22/1983	EA	TCRAFK	D     	8850402	1H7	1          	3O	  	A746    	DC65                
DC6A        	03/22/1983	WP	DOUG  	DC6   	3021706	2L7	4          	4R	  	6A3     	DC6A                
DC6ACESSNA  	03/22/1983	CE	CESSNA	UC77  	       	1H7	1          	3R	  	ATC243  	DC6A                
DC6B        	03/22/1983	WP	DOUG  	DC6   	3021712	2L7	4          	4R	  	6A4     	DC6B                
DC6BCESSNA  	03/22/1983	CE	CESSNA	UC77  	       	1H7	1          	3R	  	ATC244  	DC6B                
DC7         	03/22/1983	WP	DOUG  	DC7   	3021802	2L7	4          	4R	  	4A10    	DC7                 
DC7B        	03/22/1983	WP	DOUG  	DC7   	3021804	2L7	4          	4R	  	4A10    	DC7B                
DC7C        	03/22/1983	WP	DOUG  	DC7   	3021806	2L7	4          	4R	  	4A10    	DC7C                
DC8*        	03/22/1983	WP	DOUG  	DC8   	       	2L7	4          	4J	F 	4A25    	DC8MODELUNK         
DC811       	03/22/1983	WP	DOUG  	DC8   	3021902	2L7	4          	4J	  	4A25    	DC811               
DC812       	03/22/1983	WP	DOUG  	DC8   	3021904	2L7	4          	4J	  	4A25    	DC812               
DC821       	03/22/1983	WP	DOUG  	DC8   	3021906	2L7	4          	4J	  	4A25    	DC821               
DC831       	03/22/1983	WP	DOUG  	DC8   	3021908	2L7	4          	4J	  	4A25    	DC831               
DC832       	03/22/1983	WP	DOUG  	DC8   	3021910	2L7	4          	4J	  	4A25    	DC832               
DC833       	03/22/1983	WP	DOUG  	DC8   	3021912	2L7	4          	4J	  	4A25    	DC833               
DC841       	03/22/1983	WP	DOUG  	DC8   	3021914	2L7	4          	4J	  	4A25    	DC841               
DC842       	03/22/1983	WP	DOUG  	DC8   	3021916	2L7	4          	4J	  	4A25    	DC842               
DC843       	03/22/1983	WP	DOUG  	DC8   	3021918	2L7	4          	4J	  	4A25    	DC843               
DC851       	03/22/1983	WP	DOUG  	DC8   	3021920	2L7	4          	4F	  	4A25    	DC851               
DC852       	03/22/1983	WP	DOUG  	DC8   	3021922	2L7	4          	4F	  	4A25    	DC852               
DC853       	03/22/1983	WP	DOUG  	DC8   	3021924	2L7	4          	4F	  	4A25    	DC853               
DC855       	03/22/1983	WP	DOUG  	DC8   	3021927	2L7	4          	4F	  	4A25    	DC855               
DC85F54     	10/06/1994	WP	DOUG  	DC8   	3021926	2L7	4          	4F	RT	4A25    	DC85F54             
DC861       	03/22/1983	WP	DOUG  	DC8   	3021952	2L7	4          	4F	  	4A25    	DC861               
DC861F      	03/22/1983	WP	DOUG  	DC8   	3021953	2L7	4          	4F	  	4A25    	DC861F              
DC862       	03/22/1983	WP	DOUG  	DC8   	3021970	2L7	4          	4F	  	4A25    	DC862               
DC862F      	03/22/1983	WP	DOUG  	DC8   	3021972	2L7	4          	4F	  	4A25    	DC862F              
DC863       	03/22/1983	WP	DOUG  	DC8   	302198A	2L7	4          	4F	  	4A25    	DC863               
DC863F      	03/22/1983	WP	DOUG  	DC8   	302198F	2L7	4          	4F	  	4A25    	DC863F              
DC871       	02/24/1984	WP	DOUG  	DC8   	302199A	2L7	4          	4F	  	4A25    	DC871               
DC871F      	01/22/1985	WP	DOUG  	DC8   	302199D	2L7	4          	4F	RT	4A25    	DC871F              
DC872       	01/22/1985	WP	DOUG  	DC8   	302199B	2L7	4          	4F	RT	4A25    	DC872               
DC872F      	01/22/1985	WP	DOUG  	DC8   	302199E	2L7	4          	4F	RT	4A25    	DC872F              
DC873       	01/22/1985	WP	DOUG  	DC8   	302199C	2L7	4          	4F	RT	4A25    	DC873               
DC873F      	01/22/1985	WP	DOUG  	DC8   	302199F	2L7	4          	4F	RT	4A25    	DC873F              
DC8F54      	03/22/1983	WP	DOUG  	DC8   	3021926	2L7	4          	4F	  	4A25    	DC8F54              
DC8F55      	03/22/1983	WP	DOUG  	DC8   	3021928	2L7	4          	4F	  	4A25    	DC8F55              
DC8F61      	04/01/1999	WP	DOUG  	DC8   	3021954	2L7	4          	4J	RT	4A25    	DC8F61              
DC9         	03/22/1983	WP	DOUG  	DC9   	3022002	2L7	2          	4F	  	A6WE    	DC9                 
DC9*        	03/22/1983	WP	DOUG  	DC9   	       	2L7	2          	4F	  	A6WE    	DC9MODELUNK         
DC911       	03/22/1983	WP	DOUG  	DC9   	3022028	2L7	2          	4F	  	A6WE    	DC911               
DC912       	03/22/1983	WP	DOUG  	DC9   	3022030	2L7	2          	4F	  	A6WE    	DC912               
DC913       	03/22/1983	WP	DOUG  	DC9   	302203D	2L7	2          	4F	  	A6WE    	DC913               
DC914       	03/22/1983	WP	DOUG  	DC9   	3022034	2L7	2          	4F	  	A6WE    	DC914               
DC915       	03/22/1983	WP	DOUG  	DC9   	3022036	2L7	2          	4F	  	A6WE    	DC915               
DC915F      	03/22/1983	WP	DOUG  	DC9   	3022037	2L7	2          	4F	  	A6WE    	DC915F              
DC921       	03/22/1983	WP	DOUG  	DC9   	302205A	2L7	2          	4F	  	A6WE    	DC921               
DC931       	03/22/1983	WP	DOUG  	DC9   	3022065	2L7	2          	4F	  	A6WE    	DC931               
DC932       	03/22/1983	WP	DOUG  	DC9   	3022066	2L7	2          	4F	  	A6WE    	DC932               
DC932F      	03/22/1983	WP	DOUG  	DC9   	3022067	2L7	2          	4F	  	A6WE    	DC932F              
DC933F      	03/22/1983	WP	DOUG  	DC9   	302207A	2L7	2          	4F	  	A6WE    	DC933F              
DC934       	09/03/1985	WP	DOUG  	DC9   	302207E	2L7	2          	4F	RT	A6WE    	DC934               
DC934F      	03/22/1983	WP	DOUG  	DC9   	302207D	2L7	2          	4F	  	A6WE    	DC934F              
DC941       	03/22/1983	WP	DOUG  	DC9   	302207N	2L7	2          	4F	  	A6WE    	DC941               
DC951       	12/19/1996	WP	DOUG  	DC9   	3022051	2L7	2          	4F	RT	A6WE    	DC951               
DC981       	03/22/1983	WP	DOUG  	DC9   	3022081	2L7	2          	4F	  	A6WE    	DC981               
DC982       	03/22/1983	WP	DOUG  	DC9   	3022082	2L7	2          	4F	  	A6WE    	DC982               
DC983       	05/18/1988	WP	DOUG  	DC9   	3022083	2L7	2          	4F	RT	A6WE    	DC983               
DC987       	05/19/1989	WP	DOUG  	DC9   	3022087	2L7	2          	4F	RT	A6WE    	DC987               
DCH1CHIPMUNK	03/22/1983	GL	DHAV  	DHC1  	2801704	1L7	1          	3O	  	EXPA1L71	DHC1CHIPMUNK        
DCO65TCRAFT 	03/22/1983	EA	TCRAFK	D     	8850408	1H7	1          	3O	  	A746    	DCO65               
DEFIANT     	10/07/1999	GL	AMTR  	DEFINT	0569021	1M7	2          	3O	  	EXPA1M72	RUTANDEFIANT        
DELTAKITTEN 	10/07/1999	GL	AMTR  	KITTEN	       	1D7	1          	3O	  	EXPA1D71	DELTAKITTEN         
DERJAGER    	10/07/1999	GL	AMTR  	DERJAG	       	1Q7	1          	3O	  	EXPA1Q71	DERJAGER            
DERKRIKETDK1	03/22/1983	GL	AMTR  	DK1   	0564406	1L7	1          	3O	  	EXPA1L71	DERKRIKETDK1        
DEWEY1      	03/22/1983	GL	AMTR  	DEWEY1	05601G5	1L7	1          	3O	  	EXPA1L71	DEWEY1              
DF65TCRAFT  	03/22/1983	EA	TCRAFK	D     	8850416	1H7	1          	3O	  	A746    	DF65                
DF9         	02/05/2002	GL	AMTR  	DF9   	0565246	1L7	1          	3O	NC	EXPA1L71	DF9                 
DFA         	10/07/1999	GL	AMTR  	DFA   	9790161	1M7	1          	3O	  	EXPA1M71	DFA                 
DG 200      	07/07/1992	EU	GLASER	200   	3802506	1L7	1          	0 	0 	G52EU   	GLASER DIRKS DG 200 
DG1         	03/22/1983	GL	AMTR  	DG1   	       	1H7	1          	3O	  	EXPA1H71	DG1                 
DG1000S     	06/01/2012	EU	DGFLUG	DG1000	3802570	1K0		  	  	G15CE   	DG1000S             
DG100G      	05/26/1999	EU	GLASER	100   	3802504	1L7	1          	3O	RT	G52EU   	GLASERDIRKSDG100    
DG200       	06/30/1992	EU	GLASER	200   	3802506	1L7	1          	0 	0 	G52EU   	GLASERDIRKS SDG200  
DG300       	06/30/1987	EU	GLASER	300   	3802509	1K7	1          	3I	  	G52EU   	GLASERDIRKSDG300    
DG400       	05/26/1987	EU	GLASER	400   	3802510	1K7	1          	3I	  	G52EU   	GLASERDIRKSDG400    
DG500ELANORI	11/13/2008	EU	GLASER	DG500 	3802553	1K0	0          	  	  	        	DG500ELAN ORION     
DG500MB     	06/02/2003	EU	GLASER	500   	380255Y	1K7	1          	  	  	        	DG500MB             
DG600       	09/18/2008	CE	GLSDKS	DG600 	3802555	1K7		  	  	EXPA1K7 	DG600               
DG800A      	08/13/1998	CE	GLSDKS	DG800 	3805015	1K7	1          	3I	0 	GO1CE   	GLASERDIRKSDG800A   
DG800B      	07/12/1999	CE	GLSDKS	DG8003	805015 	1K7	1          	3I	RC	G01CE   	DG800B              
DG800S      	09/18/2008	CE	GLSDKS	DG800 	       	1K7	1          	3I	  	EXPA1K71	DG800S              
DGA11       	03/04/2008	GL	HOWARD	DGA11 	4690302	1H7	1          	3R	  	TC672   	DGA11               
DGA12       	03/04/2008	GL	HOWARD	DGA12 	4690402	1H7	1          	3R	  	TC645   	DGA12               
DGA15*      	03/04/2008	GL	HOWARD	DGA15 	       	1H7	1          	3R	  	A717    	DGA15MODELUNK       
DGA15J      	03/04/2008	GL	HOWARD	DGA15 	4690502	1H7	1          	3R	  	A717    	DGA15J              
DGA15P      	03/04/2008	GL	HOWARD	DGA15 	4690506	1H7	1          	3R	  	A717    	DGA15P              
DGA15W      	03/04/2008	GL	HOWARD	DGA15 	4690518	1H7	1          	3R	  	A717    	DGA15W              
DGA18       	03/04/2008	GL	HOWARD	DGA18 	4690602	1H7	1          	3R	  	TC739   	DGA18               
DGA18K      	03/04/2008	GL	HOWARD	DGA18 	4690604	1H7	1          	3R	  	TC739   	DGA18K              
DGA8        	03/04/2008	GL	HOWARD	DGA8  	4690102	1H7	1          	3R	  	TC612   	DGA8                
DGA9        	03/04/2008	GL	HOWARD	DGA9  	4690106	1H7	1          	3R	  	TC645   	DGA9                
DGC7        	03/22/1983	EA	WACO  	GC7   	9600606	1Q7	1          	3R	  	ATC639  	DGC7                
DH104*      	03/22/1983	EU	HWKSLY	DH104 	       	1L7	2          	3I	  	A807    	DH104MODELUNK       
DH1041A     	03/22/1983	EU	HWKSLY	DH104 	2800402	1L7	2          	3I	  	A807    	DH104DOVESERIES1A   
DH1042A     	03/22/1983	EU	HWKSLY	DH104 	2800404	1L7	2          	3I	  	A807    	DH104DOVESERIES2A   
DH1045A     	03/22/1983	EU	HWKSLY	DH104 	2800406	1L7	2          	3I	  	A807    	DH104DOVESERIES5A   
DH1045BA    	03/22/1983	EU	HWKSLY	DH104 	2800408	1L7	2          	3I	  	A807    	DH104DOVESERIES5BA  
DH1046A     	03/22/1983	EU	HWKSLY	DH104 	2800410	1L7	2          	3I	  	A807    	DH104DOVESERIES6A   
DH1046BA    	03/22/1983	EU	HWKSLY	DH104 	2800412	1L7	2          	3I	  	A807    	DH104DOVESERIES6BA  
DH1047A     	03/22/1983	EU	HWKSLY	DH104 	2800414	1L7	2          	3I	  	A807    	DH104DOVESERIES7A   
DH1047AXC   	03/22/1983	EU	HWKSLY	DH104 	2800416	1L7	2          	3I	  	A807    	DH104DOVESERIES7AXC 
DH1048A     	03/22/1983	EU	HWKSLY	DH104 	2800418	1L7	2          	3I	  	A807    	DH104DOVESERIES8A   
DH1048AXC   	03/22/1983	EU	HWKSLY	DH104 	2800420	1L7	2          	3I	  	A807    	DH104DOVESERIES8AXC 
DH106COMET4C	03/22/1983	EU	HWKSLY	DH106 	2800308	2L7	4          	4J	  	7A10    	DH106COMET4C        
DH112SEAVNOM	06/06/1986	EU	DHAV  	DH112 	2800421	2M7	1          	4J	RT	EXPA2M71	DH112SEAVENOMFAW22  
DH112VENOM  	10/30/2008	EU	DHAV  	DH112 	2800422	2M7	1          	4J	RT	        	DH112VENOM          
DH114*      	03/22/1983	EU	HWKSLY	DH114 	       	1L7	4          	3I	  	A816    	DH114MODELUNK       
DH1142A     	03/22/1983	EU	HWKSLY	DH114 	2800502	2L7	4          	3I	  	A816    	DH114HERONSERIES2A  
DH1142DA    	03/22/1983	EU	HWKSLY	DH114 	2800504	2L7	4          	3I	  	A816    	DH114HERONSERIES2DA 
DH1142X     	03/22/1983	EU	HWKSLY	DH114 	2800506	1L7	4          	3I	  	A816    	DH114HERONSERIES2X  
DH125       	02/03/1999	CE	RAYTHN	DH125 	4230106	2L7	2          	4J	RT	A3EU    	HAWKERDH125         
DH125*      	03/22/1983	EU	HWKSLY	DH125 	       	2L7	2          	4J	  	A3EU    	DH125MODELUNK       
DH1251A     	03/22/1983	EU	HWKSLY	DH125 	4230106	2L7	2          	4J	  	A3EU    	DH125SERIES1A       
DH1251A522  	03/22/1983	EU	HWKSLY	DH125 	4230110	2L7	2          	4J	  	A3EU    	DH125SERIES1A522    
DH1251AR522 	03/22/1983	EU	HWKSLY	DH125 	       	2L7	2          	4J	  	A3EU    	DH125SERIES1AR522   
DH1251AS522 	03/22/1983	EU	HWKSLY	DH125 	       	2L7	2          	4J	  	A3EU    	DH125SERIES1AS522   
DH1253A     	03/22/1983	EU	HWKSLY	DH125 	4230126	2L7	2          	4J	  	A3EU    	DH125SERIES3A       
DH1253AR    	03/22/1983	EU	HWKSLY	DH125 	423013M	2L7	2          	4J	  	A3EU    	DH125SERIES3AR      
DH1253ARA   	03/22/1983	EU	HWKSLY	DH125 	423013P	2L7	2          	4J	  	A3EU    	DH125SERIES3ARA     
DH125400A   	03/22/1983	EU	HWKSLY	DH125 	4230140	2L7	2          	4J	  	A3EU    	DH125SERIES400A     
DH60G       	08/07/2002	GL	DHAV  	DH60  	       	1Q7	1          	3I	NC	EXPA1Q71	DH60GGYSPMOTH       
DH82        	03/22/1983	GL	DHAV  	DH82  	2801000	1Q7	1          	3I	  	EXPA1Q71	DH82TIGERMOTH       
DH82A       	11/24/2008	GL	DHAV  	DH82  	       	1Q7	1          	3I	NC	        	TIGERMOTHDH82A      
DH82AROBRTSN	03/22/1983	WP	DHAVXX	DH82  	2801002	1Q7	1          	3I	  	A8EU    	DH82A               
DH82AWILLIAM	03/22/1983	WP	DHAVXX	DH82  	       	1Q7	1          	3I	  	A5PC    	DH82A               
DH82C       	09/16/2008	GL	DHAV  	DH82  	       	1Q7	1          	3O	NC	EXPA1Q71	DH82CTIGERMOTH      
DH87B       	02/04/1988	EU	DHAV  	DH87  	2801013	1Q7	1          	3I	NC	EXPA1Q71	DH87BHORNETMOTH     
DH89AROBRTSN	03/22/1983	WP	DHAVXX	DH89  	2801015	1Q7	1          	3I	  	EXPA1Q71	DH89A               
DHC1        	03/22/1983	GL	DHAV  	DHC1  	2801702	1L7	1          	3O	  	EXPA1L71	DHC1                
DHC122A     	09/16/2008	GL	DHAV  	DHC1  	2801742	1L7	1          	3O	NC	A44EU   	DHC1CHIPMUNK22A     
DHC1A       	03/22/1983	GL	DHAV  	DHC1  	2801704	1L7	1          	3O	  	EXPA1L71	DHC1A               
DHC1B2      	03/22/1983	GL	DHAV  	DHC1  	2801736	1L7	1          	3O	  	EXPA1L71	DHC1B2              
DHC1B2S3    	03/22/1983	GL	DHAV  	DHC1  	2801738	1L7	1          	3O	  	EXPA1L71	DHC1B2S3            
DHC1B2S5    	03/22/1983	GL	DHAV  	DHC1  	2801739	1L7	1          	3O	  	EXPA1L71	DHC1B2S5            
DHC1SER22   	03/22/1983	GL	DHAV  	DHC1  	2801714	1L7	1          	3O	  	EXPA1L71	DHC1SERIES22        
DHC1SER23   	03/22/1983	GL	DHAV  	DHC1  	2801716	1L7	1          	3O	  	EXPA1L71	DHC1SERIES23        
DHC1TMK10   	03/22/1983	GL	DHAV  	DHC1  	2801712	1L7	1          	3O	  	EXPA1L71	DHC1TMK10           
DHC2*       	03/22/1983	EA	DHAV  	DHC2  	2800108	1H7	1          	3R	  	A806    	DHC2MODELUNK        
DHC2EVANS   	03/22/1983	EA	DHAV  	DHC2  	2801832	1H7	1          	3O	  	A806    	DHC2                
DHC2MK1     	03/22/1983	EA	DHAV  	DHC2  	2800102	1H7	1          	3R	  	A806    	DHC2MK1             
DHC2MK2     	03/22/1983	EA	DHAV  	DHC2  	2800106	1H7	1          	3R	  	A806    	DHC2MK2             
DHC2MK3     	03/22/1983	EA	DHAV  	DHC2  	2800107	1H7	1          	3T	  	A806    	DHC2MK3             
DHC2MKI     	12/13/1996	GL	DHAV  	DHC2  	2801830	1H7	1          	3R	RC	A806    	DHCMK1              
DHC3        	03/22/1983	EA	DHAV  	DHC3  	2800202	1H7	1          	3R	  	A815    	DHC3                
DHC4        	03/22/1983	EA	DHAV  	DHC4  	2800302	2H7	2          	4R	  	1A19    	DHC4                
DHC4A       	03/22/1983	EA	DHAV  	DHC4  	2800304	2H7	2          	4R	  	1A19    	DHC4A               
DHC5        	01/15/2008	NM	DHAV  	DHC5  	MIL    	2H7	2          	4T	RT	EXPA2H72	BUFFALO             
DHC5A       	08/03/2006	NM	DHAV  	DHC5  	2803018	2H7	2          	4T	RT	        	BUFFALO             
DHC5D       	01/15/2008	NM	DHAV  	DHC5  	1385302	2H7	2          	4T	RT	EXPA2H72	BUFFALO             
DHC6        	08/21/1992	EA	DHAV  	DHC6  	2802606	1H7	2          	3T	RT	A9EA    	DHC6                
DHC6*       	03/22/1983	EA	DHAV  	DHC6  	2802606	1H7	2          	3T	  	A9EA    	DHC6MODELUNK        
DHC60G      	04/15/1988	GL	DHAV  	DHC60 	2800816	1Q7	1          	3I	NC	EXPA1Q71	DHC60GTIGERMOTH     
DHC61       	11/01/2001	EA	DHAV  	DHC6  	2802601	1H7	2          	3T	RT	A9EA    	DHC61               
DHC6100     	11/01/2001	EA	DHAV  	DHC6  	2802610	1H7	2          	3T	RT	A9EA    	DHC6100             
DHC6200     	11/01/2001	EA	DHAV  	DHC6  	2802620	1H7	2          	3T	RT	A9EA    	DHC6200             
DHC6300     	10/06/1998	EA	DHAV  	DHC6  	2802606	1H7	2          	3T	RT	A9EA    	DHC6300TWINOTTER    
DHC7*       	03/07/1986	EA	DHAV  	DHC7  	       	2H7	4          	4T	RT	A20EA   	DHC7MODELUNK        
DHC71       	09/02/1988	EA	DHAV  	DHC7  	2802702	2H7	4          	4T	  	A20EA   	DHC71               
DHC7100     	09/02/1988	EA	DHAV  	DHC7  	2802404	2H7	4          	4T	  	A20EA   	DHC7100             
DHC7101     	07/06/1983	EA	DHAV  	DHC7  	2802706	2H7	4          	4T	  	A20EA   	DHC7101             
DHC7102     	07/06/1983	EA	DHAV  	DHC7  	2802708	2H7	4          	4T	  	A20EA   	DHC7102             
DHC7103     	07/06/1983	EA	DHAV  	DHC7  	2802710	2H7	4          	4T	  	A20EA   	DHC7103             
DHC8*       	03/07/1986	NM	DHAV  	DHC8  	       	2H7	2          	4T	RT	A13NM   	DHC8MODELUNK        
DHC8101     	06/03/1985	NM	DHAV  	DHC8  	2809002	2H7	2          	4T	RT	A13NM   	DHC8101             
DHC8102     	04/24/1987	NM	DHAV  	DHC8  	2809003	2H7	2          	4T	RT	A13NM   	DHC8102             
DHC8103     	11/12/1993	NM	DHAV  	DHC8  	1386005	2H7	2          	4T	RT	A13NM   	DHC8103             
DHC8106     	11/01/2001	NM	DHAV  	DHC8  	2809020	2H7	2          	4T	RT	A13NM   	DHC8106             
DHC8201     	09/05/1996	NM	DHAV  	DHC8  	2809001	2H7	2          	4T	RT	A13NM   	DHC8201             
DHC8202     	09/17/1996	NM	DHAV  	DHC8  	2809007	2H7	2          	4T	RT	A13NM   	DHC8202             
DHC8301     	06/20/2002	NM	DHAV  	DHC8  	1386003	2H7	2          	4T	RT	A13NM   	DHC8301             
DHC8311     	03/14/1991	EA	DHAV  	DHC8  	1386006	2H7	2          	4T	RT	A13NM   	DHC8311             
DHC8314     	11/19/2008	NM	DHAV  	DHC8  	       	2H7	2          	4T	RT	        	DHC8314             
DHC8315     	12/15/1998	NM	DHAV  	DHC8  	2809010	2H7	2          	4T	RT	A13NM   	DHC8315             
DHC8400     	06/13/2002	NM	BOMBDR	DHC8  	       	2H7	2          	4T	RT	A13NM   	DHC8400             
DHC8401     	06/20/2002	NM	BOMBDR	DHC8  	1390041	2H7	2          	4T	RT	A13NM   	DHC8401             
DHC8402     	01/28/2004	NM	BOMBDR	DHC8  	1390042	2H7	2          	4T	RT	A13NM   	DHC8402             
DIAMANT     	08/24/1989	GL	AMTR  	MARKEN	0563802	1L7	1          	3O	NC	EXPA1L71	MARKENDIAMANT       
